,id,sex,race,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,c_charge_degree,days_b_screening_arrest,length_of_stay,sensitive,y_charge_mean,charge_id_0,charge_id_1,charge_id_2,charge_id_3,charge_id_4,BlackLatinoMale,African-American,Hispanic,Caucasian,Native American,Asian,Other,y
3170,3170,1,0,55,1,0,1,0,0,2,1,1,-1,1,-1,2,1,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
1110,1110,0,0,23,-1,0,6,0,0,2,1,6,0,5,0,2,1,0,237,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1098,1098,0,0,29,0,0,2,0,0,3,1,2,-1,3,-1,3,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5541,5541,0,0,38,0,0,3,0,0,4,1,3,-1,2,-1,4,1,0,-1,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
5276,5276,0,3,49,1,0,2,0,0,0,1,2,-1,1,-1,0,0,-1,1,4,0.532188841,1,0,0,0,0,1,0,1,0,0,0,0,0
3210,3210,0,2,22,-1,0,4,0,0,0,1,4,-1,5,0,0,0,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
5123,5123,1,3,33,0,0,2,0,0,0,2,2,-1,1,-1,0,1,-2,0,5,0.532188841,1,0,0,0,0,0,0,1,0,0,0,0,0
1130,1130,0,0,21,-1,1,10,2,2,3,1,10,1,10,1,3,1,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5735,5735,0,0,48,1,0,3,0,0,4,1,3,-1,3,-1,4,1,-1,0,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
5907,5907,0,3,33,0,0,3,0,0,2,14,3,-1,4,-1,2,0,-5,4,4,0.48852459,0,0,0,1,0,1,0,1,0,0,0,0,0
997,997,0,2,57,1,0,1,0,0,2,11,1,-1,1,-1,2,1,-11,2,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
5260,5260,0,0,35,0,0,10,0,0,22,0,10,1,7,0,22,1,0,2,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,1
3547,3547,0,2,25,0,0,2,0,0,0,1,2,-1,4,-1,0,0,-1,21,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
2208,2208,1,0,65,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
4085,4085,0,2,36,0,0,4,0,0,1,24,4,-1,1,-1,1,1,23,2,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
2771,2771,1,2,38,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1552,1552,0,0,20,-1,0,3,0,0,0,1,3,-1,6,0,0,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
4563,4563,1,2,26,0,0,6,0,0,2,0,6,0,4,-1,2,1,0,33,3,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
5054,5054,0,2,55,1,0,1,0,0,1,3,1,-1,1,-1,1,0,-3,0,2,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,0
2767,2767,1,0,26,0,0,6,0,0,6,1,6,0,5,0,6,1,-1,3,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,1
2049,2049,0,2,34,0,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
5048,5048,0,2,51,1,0,1,0,0,2,1,1,-1,1,-1,2,1,0,22,2,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,0
2543,2543,0,2,21,-1,1,10,0,3,2,0,10,1,8,1,2,0,0,27,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2212,2212,0,0,51,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1836,1836,1,2,43,0,0,6,0,0,0,1,6,0,1,-1,0,0,-1,29,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
6038,6038,0,5,48,1,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,0,6,0.460869565,0,1,0,0,0,0,0,0,0,0,0,1,0
132,132,0,0,43,0,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,41,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
5189,5189,0,0,36,0,0,6,0,0,4,4,6,0,2,-1,4,1,-4,2,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,1
3475,3475,0,3,30,0,0,3,0,0,0,1,3,-1,2,-1,0,0,-1,1,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
2313,2313,0,2,35,0,0,4,0,0,3,0,4,-1,4,-1,3,0,-1,9,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
4899,4899,0,2,37,0,0,4,0,0,0,0,4,-1,3,-1,0,1,0,0,2,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,0
1314,1314,0,2,37,0,0,4,0,0,0,1,4,-1,1,-1,0,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2326,2326,0,2,39,0,0,3,0,0,0,1,3,-1,1,-1,0,1,-1,5,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
476,476,0,0,25,0,0,2,0,0,2,1,2,-1,3,-1,2,0,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5807,5807,1,2,34,0,0,7,0,0,0,1,7,0,3,-1,0,0,0,2,3,0.48852459,0,0,0,1,0,0,0,0,1,0,0,0,1
5422,5422,0,0,29,0,0,1,0,0,0,1,1,-1,2,-1,0,1,-1,2,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
5932,5932,1,0,28,0,0,5,0,0,6,1,5,0,3,-1,6,0,-1,2,1,0.48852459,0,0,0,1,0,0,1,0,0,0,0,0,1
1540,1540,0,2,21,-1,0,6,0,1,1,21,6,0,8,1,1,0,-21,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
374,374,0,0,29,0,0,2,0,0,0,1,2,-1,3,-1,0,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
2743,2743,0,1,48,1,0,2,0,0,0,1,2,-1,1,-1,0,1,-1,2,6,0.43504204,0,0,0,0,1,0,0,0,0,0,1,0,0
2895,2895,0,0,52,1,0,1,0,0,0,0,1,-1,1,-1,0,1,0,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1560,1560,1,0,50,1,0,1,0,0,0,1,1,-1,2,-1,0,0,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
1356,1356,0,2,23,-1,0,4,0,1,3,1,4,-1,4,-1,3,1,-1,41,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
3731,3731,0,0,28,0,0,5,0,0,2,2147,5,0,4,-1,2,0,-1,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
2841,2841,0,2,31,0,0,5,0,0,1,3,5,0,2,-1,1,1,-3,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
383,383,1,2,20,-1,0,8,0,0,1,1,8,1,6,0,1,1,-1,17,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
2011,2011,0,5,30,0,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
1388,1388,0,0,21,-1,0,7,0,0,0,1,7,0,6,0,0,1,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
4675,4675,0,0,61,1,0,2,0,0,8,22,2,-1,1,-1,8,1,-22,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
741,741,0,0,24,-1,0,7,0,1,4,1,7,0,4,-1,4,1,-1,4,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
3315,3315,0,0,27,0,0,5,0,0,1,1,5,0,3,-1,1,0,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
5733,5733,0,2,55,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,2,0.48852459,0,0,0,1,0,0,0,0,1,0,0,0,0
2720,2720,1,0,21,-1,0,5,0,0,0,1,5,0,6,0,0,0,-1,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
3815,3815,0,0,63,1,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
4845,4845,0,5,51,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,1,6,0.469041561,0,0,1,0,0,0,0,0,0,0,0,1,1
5634,5634,0,5,34,0,0,2,0,0,1,1,2,-1,2,-1,1,0,0,-1,6,0.48852459,0,0,0,1,0,0,0,0,0,0,0,1,1
4616,4616,1,2,33,0,0,6,0,0,3,2,6,0,2,-1,3,1,-2,1,3,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
5025,5025,0,0,35,0,0,8,0,0,10,1,8,1,3,-1,10,0,0,0,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,1
1097,1097,0,2,31,0,0,5,0,0,6,1,5,0,5,0,6,0,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
5983,5983,0,2,25,0,0,4,0,0,2,0,4,-1,3,-1,2,0,0,1,2,0.460869565,0,1,0,0,0,0,0,0,1,0,0,0,1
2199,2199,0,2,31,0,0,7,0,0,4,1,7,0,7,0,4,0,-1,26,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
5568,5568,0,0,29,0,0,8,0,0,13,1,8,1,3,-1,13,1,-1,1,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
5226,5226,0,0,21,-1,0,7,0,0,0,1,7,0,7,0,0,1,-1,1,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,1
3327,3327,1,0,25,0,0,2,0,0,0,1,2,-1,3,-1,0,0,-1,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
4207,4207,0,0,34,0,0,10,0,0,9,1,10,1,5,0,9,1,-1,17,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
4045,4045,0,2,35,0,0,5,0,0,0,1,5,0,1,-1,0,1,0,40,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
4212,4212,0,2,39,0,6,7,1,0,17,1,7,0,5,0,17,1,-1,181,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
5409,5409,0,0,33,0,0,8,0,0,5,1,8,1,6,0,5,0,0,5,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
4759,4759,0,2,20,-1,0,3,0,0,0,0,3,-1,6,0,0,0,0,-1,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
1940,1940,0,0,43,0,0,7,0,0,8,1,7,0,5,0,8,1,-1,348,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
522,522,1,0,21,-1,0,5,0,0,0,1,5,0,6,0,0,0,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
2135,2135,0,0,21,-1,0,8,1,0,6,1,8,1,7,0,6,1,-19,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
3506,3506,0,2,29,0,0,3,0,0,1,1,3,-1,2,-1,1,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
198,198,0,0,29,0,1,5,0,0,2,1,5,0,5,0,2,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1419,1419,0,3,29,0,0,9,0,0,1,2,9,1,3,-1,1,0,-2,0,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
2394,2394,0,2,56,1,0,1,0,0,1,1,1,-1,1,-1,1,0,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
5642,5642,0,0,31,0,0,4,0,0,2,1,4,-1,6,0,2,0,-1,2,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
1156,1156,0,2,24,-1,0,5,0,1,1,1,5,0,4,-1,1,1,-1,21,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
3404,3404,0,0,22,-1,0,4,0,0,0,1,4,-1,7,0,0,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
4088,4088,0,2,48,1,0,3,0,0,0,1,3,-1,2,-1,0,1,-1,27,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
4300,4300,0,2,51,1,0,3,0,0,6,0,3,-1,2,-1,6,1,0,2,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
114,114,0,0,25,0,0,3,0,0,0,1,3,-1,4,-1,0,1,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
6000,6000,0,0,28,0,0,4,0,0,2,0,4,-1,3,-1,2,0,0,2,0,0.460869565,0,1,0,0,0,1,1,0,0,0,0,0,0
2899,2899,1,0,41,0,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
994,994,1,2,25,0,0,4,0,0,0,1,4,-1,3,-1,0,1,-1,1,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
4036,4036,1,2,34,0,0,3,0,0,2,1,3,-1,2,-1,2,1,-1,1,3,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
2021,2021,0,2,23,-1,0,7,0,0,2,1,7,0,6,0,2,1,-1,15,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
4142,4142,0,2,56,1,0,4,0,0,2,4,4,-1,1,-1,2,1,-4,2,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
1122,1122,1,0,45,1,0,4,0,0,1,1,4,-1,2,-1,1,1,-1,6,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
1690,1690,0,0,27,0,0,9,0,0,7,1,9,1,6,0,7,1,-1,4,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
3468,3468,0,2,22,-1,0,7,0,0,1,1,7,0,6,0,1,0,-1,24,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2154,2154,0,0,23,-1,0,4,0,0,0,1,4,-1,6,0,0,1,-1,3,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
677,677,0,2,34,0,0,2,0,0,2,1,2,-1,2,-1,2,0,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
653,653,0,2,54,1,0,2,0,0,4,1,2,-1,1,-1,4,0,-1,3,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
3708,3708,0,2,38,0,0,4,0,0,5,1,4,-1,3,-1,5,0,-1,2,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
321,321,0,2,25,0,0,5,0,0,1,1,5,0,3,-1,1,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
4526,4526,0,0,33,0,4,10,0,0,12,1,10,1,7,0,12,1,-1,1,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
1970,1970,0,0,27,0,0,2,0,0,0,1,2,-1,2,-1,0,0,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
3659,3659,1,2,54,1,0,1,0,0,1,2,1,-1,1,-1,1,0,-2,1,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1036,1036,1,5,32,0,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,0,7,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
3953,3953,1,0,36,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,1,0.469041561,0,0,1,0,0,0,1,0,0,0,0,0,0
4689,4689,0,3,40,0,0,3,0,0,0,0,3,-1,3,-1,0,0,0,-1,4,0.469041561,0,0,1,0,0,1,0,1,0,0,0,0,0
2528,2528,0,0,25,0,0,2,0,0,1,1,2,-1,3,-1,1,1,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1854,1854,0,0,51,1,0,9,0,0,22,1,9,1,2,-1,22,1,-1,34,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
3644,3644,1,0,39,0,0,7,0,0,1,1,7,0,2,-1,1,1,-1,2,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,1
2802,2802,0,2,45,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
3443,3443,0,5,53,1,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,0,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
3029,3029,0,0,43,0,0,1,0,0,2,1,1,-1,1,-1,2,0,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
2530,2530,0,0,20,-1,0,7,0,0,0,1,7,0,7,0,0,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
2430,2430,0,2,24,-1,0,2,0,0,2,1,2,-1,4,-1,2,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1137,1137,0,0,45,1,0,3,0,0,1,1,3,-1,1,-1,1,1,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
4680,4680,0,2,46,1,0,1,0,0,0,0,1,-1,1,-1,0,1,0,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
3299,3299,0,0,32,0,0,10,0,0,1,1,10,1,8,1,1,0,-1,115,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1798,1798,0,2,37,0,0,8,0,0,7,1,8,1,6,0,7,1,-1,69,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
2041,2041,0,0,25,0,0,2,0,0,1,1,2,-1,3,-1,1,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
4251,4251,1,2,37,0,0,1,0,0,1,1,1,-1,1,-1,1,1,-1,1,3,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
1436,1436,1,0,35,0,0,6,0,0,3,0,6,0,3,-1,3,0,0,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,1
5312,5312,1,0,24,-1,0,4,0,0,0,1,4,-1,3,-1,0,1,-1,0,1,0.532188841,1,0,0,0,0,0,1,0,0,0,0,0,1
728,728,0,0,48,1,0,6,0,0,9,0,6,0,5,0,9,1,0,3,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5097,5097,0,0,22,-1,0,9,0,0,3,1,9,1,9,1,3,1,-1,33,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,0
2102,2102,1,0,28,0,0,3,0,0,0,1,3,-1,3,-1,0,1,-1,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
1691,1691,0,0,48,1,0,3,0,0,6,1,3,-1,2,-1,6,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
4034,4034,0,0,26,0,0,10,0,0,3,1,10,1,10,1,3,1,0,33,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
4846,4846,0,0,30,0,1,5,0,2,8,1,5,0,3,-1,8,1,-1,54,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
4491,4491,0,0,44,0,0,4,0,0,6,1,4,-1,3,-1,6,1,0,194,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
5600,5600,0,0,24,-1,0,3,0,0,5,1,3,-1,4,-1,5,1,-1,0,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
5883,5883,0,0,31,0,0,10,0,0,1,1,10,1,6,0,1,1,-1,0,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
4347,4347,0,0,26,0,0,10,1,0,10,1,10,1,10,1,10,1,-1,1,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
6115,6115,1,1,34,0,0,1,0,0,1,10,1,-1,1,-1,1,1,-10,2,7,0.460869565,0,1,0,0,0,0,0,0,0,0,1,0,0
5182,5182,0,0,25,0,0,5,0,0,2,1,5,0,5,0,2,1,-1,1,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,1
1150,1150,0,2,36,0,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
5107,5107,0,0,35,0,0,8,0,0,6,1,8,1,6,0,6,1,-1,10,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,1
135,135,0,2,46,1,0,4,0,0,3,1,4,-1,2,-1,3,1,-1,14,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
165,165,1,2,30,0,0,6,0,0,0,1,6,0,2,-1,0,0,0,3,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
4605,4605,0,2,25,0,0,5,0,0,0,2,5,0,3,-1,0,1,-1,-1,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
5246,5246,0,0,38,0,0,3,0,0,0,1,3,-1,1,-1,0,1,-1,0,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,1
823,823,1,0,31,0,0,2,0,0,2,1,2,-1,2,-1,2,1,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
332,332,0,0,22,-1,0,7,1,0,3,1,7,0,7,0,3,1,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
3237,3237,0,0,23,-1,0,7,0,1,5,1,7,0,4,-1,5,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1666,1666,0,2,25,0,0,2,0,0,0,1,2,-1,2,-1,0,0,0,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
466,466,0,0,63,1,0,9,0,0,3,2302,9,1,1,-1,3,0,-1,220,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
895,895,0,0,43,0,0,3,0,0,1,1,3,-1,3,-1,1,1,0,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
4945,4945,0,3,39,0,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,4,0.532188841,1,0,0,0,0,1,0,1,0,0,0,0,0
5130,5130,0,0,29,0,0,5,0,0,0,1,5,0,2,-1,0,0,-1,1,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,0
2376,2376,0,0,27,0,0,10,0,0,15,1,10,1,5,0,15,1,-1,30,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1061,1061,0,5,21,-1,0,5,0,0,0,1,5,0,8,1,0,1,-1,6,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,1
2540,2540,0,3,37,0,0,1,0,0,2,1,1,-1,1,-1,2,1,0,1,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,1
6141,6141,0,2,31,0,0,3,0,0,1,1,3,-1,3,-1,1,1,-1,36,2,0.460869565,0,1,0,0,0,0,0,0,1,0,0,0,1
718,718,0,0,30,0,2,9,0,0,20,0,9,1,5,0,20,1,0,317,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
25,25,0,0,49,1,0,1,0,0,4,1,1,-1,1,-1,4,0,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
2952,2952,0,0,30,0,0,2,1,0,1,1,2,-1,2,-1,1,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
507,507,0,0,27,0,0,10,0,0,11,1,10,1,9,1,11,0,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
3218,3218,0,2,33,0,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2120,2120,0,0,25,0,0,2,0,0,0,1,2,-1,3,-1,0,0,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
200,200,0,0,27,0,0,8,0,0,9,1,8,1,8,1,9,1,-1,52,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1022,1022,0,0,51,1,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
2174,2174,0,0,27,0,0,7,0,1,8,1,7,0,5,0,8,0,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
950,950,0,0,26,0,0,6,0,0,6,1,6,0,6,0,6,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
82,82,0,0,34,0,0,2,0,0,2,1,2,-1,1,-1,2,0,0,25,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
5760,5760,0,5,52,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,6,0.48852459,0,0,0,1,0,0,0,0,0,0,0,1,0
204,204,1,2,39,0,0,6,0,0,0,2,6,0,2,-1,0,0,-2,0,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1710,1710,0,0,38,0,0,1,0,0,1,1,1,-1,1,-1,1,0,-1,3,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
5166,5166,0,2,22,-1,0,8,0,0,0,0,8,1,8,1,0,1,0,1,2,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,0
4245,4245,1,2,32,0,0,10,0,0,2,1,10,1,4,-1,2,1,-1,32,3,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
5778,5778,0,0,22,-1,0,4,0,0,0,1,4,-1,5,0,0,1,0,0,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
4299,4299,1,0,36,0,0,3,0,0,1,1,3,-1,2,-1,1,1,-1,0,1,0.469041561,0,0,1,0,0,0,1,0,0,0,0,0,1
3719,3719,1,0,26,0,0,4,0,0,2,1,4,-1,4,-1,2,0,-1,0,1,0.469041561,0,0,1,0,0,0,1,0,0,0,0,0,1
1369,1369,0,0,56,1,0,8,0,0,9,2644,8,1,5,0,9,0,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1952,1952,0,2,47,1,0,1,0,0,3,1,1,-1,1,-1,3,1,-1,2,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2377,2377,0,2,47,1,0,3,0,0,3,1,3,-1,2,-1,3,0,-1,12,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
1107,1107,0,2,39,0,0,1,0,0,3,1,1,-1,1,-1,3,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
4348,4348,0,0,37,0,0,9,0,0,12,1,9,1,8,1,12,1,0,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
5776,5776,0,0,20,-1,0,8,0,0,0,1,8,1,8,1,0,1,-1,30,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
3049,3049,1,0,31,0,0,2,0,0,1,1,2,-1,1,-1,1,0,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,1
689,689,1,0,23,-1,0,4,0,0,0,1,4,-1,5,0,0,0,-1,2,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
720,720,0,0,41,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
59,59,0,2,28,0,0,2,0,0,0,1,2,-1,3,-1,0,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
